county,office,district,party,candidate,votes
ATLANTIC,General Assembly,1,Democratic,Bob Andrzejczak,692
CAPE MAY,General Assembly,1,Democratic,Bob Andrzejczak,"10,800"
CUMBERLAND,General Assembly,1,Democratic,Bob Andrzejczak,"8,739"
DISTRICT TOTAL,General Assembly,1,Democratic,Bob Andrzejczak,"20,231"
ATLANTIC,General Assembly,1,Republican,Jim Sauro,710
CAPE MAY,General Assembly,1,Republican,Jim Sauro,"8,801"
CUMBERLAND,General Assembly,1,Republican,Jim Sauro,"6,884"
DISTRICT TOTAL,General Assembly,1,Republican,Jim Sauro,"16,395"
ATLANTIC,General Assembly,1,Democratic,R. Bruce Land,639
CAPE MAY,General Assembly,1,Democratic,R. Bruce Land,"9,921"
CUMBERLAND,General Assembly,1,Democratic,R. Bruce Land,"8,580"
DISTRICT TOTAL,General Assembly,1,Democratic,R. Bruce Land,"19,140"
ATLANTIC,General Assembly,1,Republican,Sam Fiocchi,716
CAPE MAY,General Assembly,1,Republican,Sam Fiocchi,"9,495"
CUMBERLAND,General Assembly,1,Republican,Sam Fiocchi,"6,627"
DISTRICT TOTAL,General Assembly,1,Republican,Sam Fiocchi,"16,838"
TOTAL,General Assembly,1,,,"72,584"
ATLANTIC,General Assembly,2,Republican,Chris Brown,"18,959"
DISTRICT TOTAL,General Assembly,2,Republican,Chris Brown,"18,959"
ATLANTIC,General Assembly,2,Democratic,Colin Bell,"17,433"
DISTRICT TOTAL,General Assembly,2,Democratic,Colin Bell,"17,433"
ATLANTIC,General Assembly,2,Democratic,Vincent Mazzeo,"18,279"
DISTRICT TOTAL,General Assembly,2,Democratic,Vincent Mazzeo,"18,279"
ATLANTIC,General Assembly,2,Republican,Will Pauls,"16,907"
DISTRICT TOTAL,General Assembly,2,Republican,Will Pauls,"16,907"
TOTAL,General Assembly,2,,,"71,578"
CUMBERLAND,General Assembly,3,Democratic,Adam Taliaferro,"1,547"
GLOUCESTER,General Assembly,3,Democratic,Adam Taliaferro,"12,402"
SALEM,General Assembly,3,Democratic,Adam Taliaferro,"5,531"
DISTRICT TOTAL,General Assembly,3,Democratic,Adam Taliaferro,"19,480"
CUMBERLAND,General Assembly,3,Democratic,John J. Burzichelli,"1,668"
GLOUCESTER,General Assembly,3,Democratic,John J. Burzichelli,"12,288"
SALEM,General Assembly,3,Democratic,John J. Burzichelli,"6,551"
DISTRICT TOTAL,General Assembly,3,Democratic,John J. Burzichelli,"20,507"
CUMBERLAND,General Assembly,3,The Peoples Voice,John Kalnas,53
GLOUCESTER,General Assembly,3,The Peoples Voice,John Kalnas,739
SALEM,General Assembly,3,The Peoples Voice,John Kalnas,431
DISTRICT TOTAL,General Assembly,3,The Peoples Voice,John Kalnas,"1,223"
CUMBERLAND,General Assembly,3,Republican,Leroy P. Pierce III,"1,101"
GLOUCESTER,General Assembly,3,Republican,Leroy P. Pierce III,"7,300"
SALEM,General Assembly,3,Republican,Leroy P. Pierce III,"6,314"
DISTRICT TOTAL,General Assembly,3,Republican,Leroy P. Pierce III,"14,715"
CUMBERLAND,General Assembly,3,Republican,Samuel J. Maccarone Jr.,"1,160"
GLOUCESTER,General Assembly,3,Republican,Samuel J. Maccarone Jr.,"8,291"
SALEM,General Assembly,3,Republican,Samuel J. Maccarone Jr.,"6,612"
DISTRICT TOTAL,General Assembly,3,Republican,Samuel J. Maccarone Jr.,"16,063"
TOTAL,General Assembly,3,,,"71,988"
CAMDEN,General Assembly,4,Democratic,Gabriela M. Mosquera,"9,627"
GLOUCESTER,General Assembly,4,Democratic,Gabriela M. Mosquera,"7,520"
DISTRICT TOTAL,General Assembly,4,Democratic,Gabriela M. Mosquera,"17,147"
CAMDEN,General Assembly,4,Republican,Jack Nicholson,"5,041"
GLOUCESTER,General Assembly,4,Republican,Jack Nicholson,"6,090"
DISTRICT TOTAL,General Assembly,4,Republican,Jack Nicholson,"11,131"
